Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
912568,432,8/31/2015 15:12,Howard at 2nd,63,8/31/2015 15:19,Harry Bridges Plaza (Ferry Building),50,415,Subscriber,94941
912567,270,8/31/2015 15:11,Mechanics Plaza (Market at Battery),75,8/31/2015 15:16,Post at Kearny,47,283,Subscriber,94105
912566,407,8/31/2015 15:10,South Van Ness at Market,66,8/31/2015 15:17,Powell Street BART,39,677,Subscriber,94601
912565,425,8/31/2015 15:08,2nd at Townsend,61,8/31/2015 15:15,Steuart at Market,74,527,Subscriber,94107
912564,379,8/31/2015 15:08,2nd at Townsend,61,8/31/2015 15:14,Harry Bridges Plaza (Ferry Building),50,604,Subscriber,94945
912563,611,8/31/2015 15:07,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 15:17,Powell Street BART,39,412,Subscriber,94549
912562,778,8/31/2015 15:06,Beale at Market,56,8/31/2015 15:19,San Francisco Caltrain (Townsend at 4th),70,348,Subscriber,95051
912561,1410,8/31/2015 15:05,Steuart at Market,74,8/31/2015 15:29,San Francisco Caltrain 2 (330 Townsend),69,687,Subscriber,94066
912560,415,8/31/2015 15:04,South Van Ness at Market,66,8/31/2015 15:11,Townsend at 7th,65,288,Subscriber,94107
912559,454,8/31/2015 15:00,Market at 4th,76,8/31/2015 15:07,Steuart at Market,74,343,Subscriber,94117
912556,926,8/31/2015 14:58,Townsend at 7th,65,8/31/2015 15:14,Townsend at 7th,65,602,Subscriber,94551
912552,1007,8/31/2015 14:56,Cowper at University,37,8/31/2015 15:13,California Ave Caltrain Station,36,75,Customer,94062
912551,629,8/31/2015 14:49,Townsend at 7th,65,8/31/2015 15:00,Market at 10th,67,382,Subscriber,94102
912550,523,8/31/2015 14:46,San Francisco City Hall,58,8/31/2015 14:54,Powell at Post (Union Square),71,609,Subscriber,94107
912549,644,8/31/2015 14:45,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 14:56,Market at Sansome,77,546,Subscriber,94549
912548,268,8/31/2015 14:45,Commercial at Montgomery,45,8/31/2015 14:49,Market at Sansome,77,599,Subscriber,94702
912547,773,8/31/2015 14:44,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 14:57,Broadway St at Battery St,82,440,Subscriber,94105
912546,352,8/31/2015 14:43,Embarcadero at Sansome,60,8/31/2015 14:49,Steuart at Market,74,687,Subscriber,94131
912545,653,8/31/2015 14:39,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 14:50,San Francisco Caltrain 2 (330 Townsend),69,56,Subscriber,94158
912544,1580,8/31/2015 14:38,San Salvador at 1st,8,8/31/2015 15:05,San Salvador at 1st,8,245,Subscriber,95070
912543,573,8/31/2015 14:34,Embarcadero at Sansome,60,8/31/2015 14:44,Market at Sansome,77,423,Subscriber,94111
912542,430,8/31/2015 14:34,Market at 4th,76,8/31/2015 14:41,Market at 10th,67,388,Subscriber,94133
912541,365,8/31/2015 14:31,Post at Kearny,47,8/31/2015 14:37,Harry Bridges Plaza (Ferry Building),50,617,Subscriber,94957
912540,571,8/31/2015 14:25,5th at Howard,57,8/31/2015 14:35,2nd at Townsend,61,592,Subscriber,94070
912539,482,8/31/2015 14:24,Steuart at Market,74,8/31/2015 14:32,2nd at Townsend,61,326,Subscriber,94107
912538,271,8/31/2015 14:20,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 14:25,Embarcadero at Bryant,54,403,Subscriber,94403
912537,1140,8/31/2015 14:20,Mechanics Plaza (Market at Battery),75,8/31/2015 14:39,San Francisco Caltrain 2 (330 Townsend),69,375,Customer,94301
912536,672,8/31/2015 14:19,2nd at Townsend,61,8/31/2015 14:30,Powell at Post (Union Square),71,327,Subscriber,94107
912535,145,8/31/2015 14:14,Beale at Market,56,8/31/2015 14:17,Temporary Transbay Terminal (Howard at Beale),55,620,Subscriber,94130
912534,291,8/31/2015 14:09,Powell Street BART,39,8/31/2015 14:14,Market at 10th,67,494,Subscriber,94608
912533,23088,8/31/2015 14:09,Embarcadero at Vallejo,48,8/31/2015 20:34,Golden Gate at Polk,59,306,Customer,88113420
912532,23124,8/31/2015 14:08,Embarcadero at Vallejo,48,8/31/2015 20:33,Golden Gate at Polk,59,374,Customer,88113420
912531,385,8/31/2015 14:06,Embarcadero at Folsom,51,8/31/2015 14:13,Howard at 2nd,63,397,Subscriber,94105
912530,327,8/31/2015 14:06,Davis at Jackson,42,8/31/2015 14:12,Market at Sansome,77,33,Subscriber,94306
912529,669,8/31/2015 14:06,Steuart at Market,74,8/31/2015 14:17,San Francisco Caltrain (Townsend at 4th),70,558,Subscriber,94002
912528,711,8/31/2015 14:02,2nd at Townsend,61,8/31/2015 14:14,Powell Street BART,39,411,Subscriber,94070
912527,1250,8/31/2015 14:00,2nd at South Park,64,8/31/2015 14:20,Market at 10th,67,111,Subscriber,94552
912525,672,8/31/2015 13:59,Embarcadero at Sansome,60,8/31/2015 14:10,Embarcadero at Bryant,54,289,Customer,80220
912524,719,8/31/2015 13:58,Embarcadero at Sansome,60,8/31/2015 14:10,Embarcadero at Bryant,54,507,Customer,80521
912523,712,8/31/2015 13:58,Embarcadero at Sansome,60,8/31/2015 14:10,Embarcadero at Bryant,54,613,Customer,80521
912522,974,8/31/2015 13:57,Clay at Battery,41,8/31/2015 14:13,San Francisco Caltrain 2 (330 Townsend),69,555,Subscriber,94043
912521,295,8/31/2015 13:56,Commercial at Montgomery,45,8/31/2015 14:01,Market at Sansome,77,463,Subscriber,94703
912520,205,8/31/2015 13:56,Clay at Battery,41,8/31/2015 13:59,Market at Sansome,77,426,Customer,94117
912519,435,8/31/2015 13:52,Market at Sansome,77,8/31/2015 13:59,Embarcadero at Vallejo,48,619,Subscriber,94002
912518,339,8/31/2015 13:51,Harry Bridges Plaza (Ferry Building),50,8/31/2015 13:57,Embarcadero at Sansome,60,687,Subscriber,94131
912517,348,8/31/2015 13:50,Powell Street BART,39,8/31/2015 13:56,San Francisco Caltrain 2 (330 Townsend),69,421,Subscriber,94107
912516,342,8/31/2015 13:46,Post at Kearny,47,8/31/2015 13:51,Temporary Transbay Terminal (Howard at Beale),55,403,Subscriber,94061
912515,20926,8/31/2015 13:44,Powell Street BART,39,8/31/2015 19:33,Civic Center BART (7th at Market),72,519,Customer,27607
912514,883,8/31/2015 13:44,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 13:58,Embarcadero at Sansome,60,406,Subscriber,94114
912513,435,8/31/2015 13:43,Beale at Market,56,8/31/2015 13:51,Embarcadero at Vallejo,48,393,Subscriber,94610
912512,355,8/31/2015 13:43,Civic Center BART (7th at Market),72,8/31/2015 13:49,Post at Kearny,47,617,Subscriber,94118
912511,224,8/31/2015 13:42,Market at Sansome,77,8/31/2015 13:46,Harry Bridges Plaza (Ferry Building),50,687,Subscriber,94602
912510,580,8/31/2015 13:41,Mechanics Plaza (Market at Battery),75,8/31/2015 13:51,Embarcadero at Bryant,54,477,Subscriber,94105
912509,21124,8/31/2015 13:41,Powell Street BART,39,8/31/2015 19:33,Civic Center BART (7th at Market),72,350,Customer,27607
912508,534,8/31/2015 13:40,Steuart at Market,74,8/31/2015 13:49,Washington at Kearny,46,451,Subscriber,94702
912507,14424,8/31/2015 13:40,Civic Center BART (7th at Market),72,8/31/2015 17:40,Civic Center BART (7th at Market),72,69,Customer,19123
912506,14443,8/31/2015 13:40,Civic Center BART (7th at Market),72,8/31/2015 17:40,Civic Center BART (7th at Market),72,562,Customer,19123
912505,1107,8/31/2015 13:39,Powell at Post (Union Square),71,8/31/2015 13:57,Embarcadero at Sansome,60,511,Subscriber,94109
912504,260,8/31/2015 13:39,2nd at Folsom,62,8/31/2015 13:44,2nd at Townsend,61,327,Subscriber,94705
912503,104,8/31/2015 13:37,Civic Center BART (7th at Market),72,8/31/2015 13:39,Powell Street BART,39,519,Subscriber,94608
912502,909,8/31/2015 13:37,Post at Kearny,47,8/31/2015 13:52,Steuart at Market,74,326,Subscriber,94110
912501,1305,8/31/2015 13:35,Mountain View City Hall,27,8/31/2015 13:57,San Antonio Caltrain Station,29,194,Subscriber,95032
912500,749,8/31/2015 13:32,Beale at Market,56,8/31/2015 13:44,Market at 10th,67,878,Subscriber,94103
912499,643,8/31/2015 13:31,San Pedro Square,6,8/31/2015 13:42,Santa Clara County Civic Center,80,308,Subscriber,95110
912498,469,8/31/2015 13:29,Ryland Park,84,8/31/2015 13:37,Santa Clara County Civic Center,80,232,Subscriber,95112
912497,604,8/31/2015 13:29,Civic Center BART (7th at Market),72,8/31/2015 13:39,Commercial at Montgomery,45,599,Subscriber,94702
912495,749,8/31/2015 13:28,Commercial at Montgomery,45,8/31/2015 13:41,Commercial at Montgomery,45,598,Subscriber,94305
912494,629,8/31/2015 13:28,Market at 4th,76,8/31/2015 13:38,San Francisco City Hall,58,384,Subscriber,94110
912493,894,8/31/2015 13:26,Spear at Folsom,49,8/31/2015 13:41,Golden Gate at Polk,59,631,Subscriber,94109
912492,705,8/31/2015 13:25,Steuart at Market,74,8/31/2015 13:37,5th at Howard,57,478,Subscriber,94112
912491,248,8/31/2015 13:24,Market at Sansome,77,8/31/2015 13:28,2nd at Folsom,62,327,Subscriber,94705
912490,232,8/31/2015 13:23,Powell Street BART,39,8/31/2015 13:27,Civic Center BART (7th at Market),72,599,Subscriber,94501
912489,371,8/31/2015 13:23,Harry Bridges Plaza (Ferry Building),50,8/31/2015 13:29,Embarcadero at Bryant,54,455,Subscriber,94611
912487,355,8/31/2015 13:20,Mechanics Plaza (Market at Battery),75,8/31/2015 13:26,Embarcadero at Folsom,51,459,Subscriber,95442
912486,1033,8/31/2015 13:20,Market at 10th,67,8/31/2015 13:37,2nd at South Park,64,111,Subscriber,94552
912485,438,8/31/2015 13:20,Embarcadero at Folsom,51,8/31/2015 13:27,San Francisco Caltrain 2 (330 Townsend),69,436,Subscriber,94107
912484,296,8/31/2015 13:18,2nd at Folsom,62,8/31/2015 13:23,Commercial at Montgomery,45,522,Subscriber,94107
912483,283,8/31/2015 13:18,Adobe on Almaden,5,8/31/2015 13:23,San Salvador at 1st,8,670,Subscriber,95113
912481,112,8/31/2015 13:16,Beale at Market,56,8/31/2015 13:18,Temporary Transbay Terminal (Howard at Beale),55,191,Subscriber,94111
912480,483,8/31/2015 13:16,Steuart at Market,74,8/31/2015 13:24,5th at Howard,57,506,Subscriber,94114
912479,284,8/31/2015 13:13,Market at Sansome,77,8/31/2015 13:17,Davis at Jackson,42,33,Subscriber,94306
912478,216,8/31/2015 13:13,2nd at South Park,64,8/31/2015 13:16,Howard at 2nd,63,568,Subscriber,94118
912477,579,8/31/2015 13:11,Market at Sansome,77,8/31/2015 13:20,Embarcadero at Sansome,60,405,Subscriber,94111
912476,569,8/31/2015 13:10,Golden Gate at Polk,59,8/31/2015 13:20,Beale at Market,56,620,Subscriber,94109
912474,230,8/31/2015 13:09,Market at 10th,67,8/31/2015 13:13,Civic Center BART (7th at Market),72,69,Subscriber,94118
912473,1064,8/31/2015 13:08,Broadway St at Battery St,82,8/31/2015 13:26,Market at 4th,76,384,Subscriber,94110
912472,642,8/31/2015 13:07,Embarcadero at Bryant,54,8/31/2015 13:18,Embarcadero at Sansome,60,457,Subscriber,94105
912471,920,8/31/2015 13:06,Harry Bridges Plaza (Ferry Building),50,8/31/2015 13:22,San Francisco Caltrain (Townsend at 4th),70,387,Subscriber,94107
912470,841,8/31/2015 12:58,Powell at Post (Union Square),71,8/31/2015 13:12,Broadway St at Battery St,82,614,Subscriber,94118
912469,374,8/31/2015 12:57,2nd at Townsend,61,8/31/2015 13:03,Market at Sansome,77,405,Subscriber,94107
912468,591,8/31/2015 12:53,Powell Street BART,39,8/31/2015 13:03,South Van Ness at Market,66,368,Subscriber,94803
912467,409,8/31/2015 12:53,Steuart at Market,74,8/31/2015 12:59,Post at Kearny,47,326,Subscriber,94110
912466,416,8/31/2015 12:51,Japantown,9,8/31/2015 12:58,San Pedro Square,6,102,Subscriber,95112
912465,905,8/31/2015 12:49,San Francisco City Hall,58,8/31/2015 13:04,Beale at Market,56,878,Subscriber,94103
912464,1288,8/31/2015 12:46,Harry Bridges Plaza (Ferry Building),50,8/31/2015 13:08,Broadway St at Battery St,82,384,Subscriber,94110
912463,508,8/31/2015 12:45,Embarcadero at Vallejo,48,8/31/2015 12:54,Market at Sansome,77,608,Subscriber,94002
912462,614,8/31/2015 12:44,Post at Kearny,47,8/31/2015 12:54,Market at 10th,67,425,Subscriber,94110
912461,86,8/31/2015 12:42,Beale at Market,56,8/31/2015 12:44,Temporary Transbay Terminal (Howard at Beale),55,406,Subscriber,94010
912460,176,8/31/2015 12:41,Civic Center BART (7th at Market),72,8/31/2015 12:44,Powell Street BART,39,599,Subscriber,94501
912459,436,8/31/2015 12:41,Embarcadero at Folsom,51,8/31/2015 12:49,Market at Sansome,77,327,Subscriber,94549
912458,251,8/31/2015 12:41,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 12:45,Beale at Market,56,191,Subscriber,94111
912457,546,8/31/2015 12:41,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 12:50,Post at Kearny,47,497,Subscriber,94061
912456,448,8/31/2015 12:41,Powell Street BART,39,8/31/2015 12:48,Market at 10th,67,111,Subscriber,94102
912455,2092,8/31/2015 12:40,SJSU 4th at San Carlos,12,8/31/2015 13:14,SJSU 4th at San Carlos,12,186,Customer,
912454,339,8/31/2015 12:37,2nd at Townsend,61,8/31/2015 12:43,2nd at Folsom,62,479,Subscriber,94070
912453,604,8/31/2015 12:37,Mechanics Plaza (Market at Battery),75,8/31/2015 12:47,2nd at Townsend,61,405,Subscriber,94901
912450,274,8/31/2015 12:27,Market at Sansome,77,8/31/2015 12:31,Davis at Jackson,42,66,Customer,94117
912449,654,8/31/2015 12:27,Golden Gate at Polk,59,8/31/2015 12:37,Washington at Kearny,46,209,Subscriber,94105
912448,224,8/31/2015 12:26,2nd at South Park,64,8/31/2015 12:30,San Francisco Caltrain (Townsend at 4th),70,315,Subscriber,94110
912447,432,8/31/2015 12:26,Market at 4th,76,8/31/2015 12:34,San Francisco Caltrain (Townsend at 4th),70,275,Subscriber,94105
912446,218,8/31/2015 12:24,Embarcadero at Sansome,60,8/31/2015 12:28,Davis at Jackson,42,331,Subscriber,94595
912445,116,8/31/2015 12:22,Broadway St at Battery St,82,8/31/2015 12:24,Davis at Jackson,42,489,Subscriber,94618
912444,391,8/31/2015 12:21,Spear at Folsom,49,8/31/2015 12:28,2nd at Townsend,61,479,Subscriber,94105
912443,133,8/31/2015 12:21,Market at 4th,76,8/31/2015 12:23,Powell Street BART,39,494,Subscriber,94102
912442,326,8/31/2015 12:21,Davis at Jackson,42,8/31/2015 12:26,Embarcadero at Folsom,51,327,Subscriber,94114
912441,382,8/31/2015 12:19,Spear at Folsom,49,8/31/2015 12:26,Embarcadero at Vallejo,48,514,Subscriber,94941
912439,1436,8/31/2015 12:18,Cowper at University,37,8/31/2015 12:42,Cowper at University,37,75,Customer,94062
912438,299,8/31/2015 12:18,Steuart at Market,74,8/31/2015 12:23,Embarcadero at Vallejo,48,516,Subscriber,94708
912437,578,8/31/2015 12:17,Market at Sansome,77,8/31/2015 12:27,San Francisco Caltrain (Townsend at 4th),70,412,Subscriber,94549
912436,379,8/31/2015 12:13,South Van Ness at Market,66,8/31/2015 12:19,Powell Street BART,39,368,Subscriber,94803
912435,625,8/31/2015 12:11,Beale at Market,56,8/31/2015 12:21,Golden Gate at Polk,59,209,Subscriber,94109
912434,860,8/31/2015 12:10,Golden Gate at Polk,59,8/31/2015 12:25,Steuart at Market,74,558,Subscriber,94109
912432,626,8/31/2015 12:10,Santa Clara County Civic Center,80,8/31/2015 12:21,Ryland Park,84,232,Subscriber,95112
912431,2051,8/31/2015 12:09,Market at 4th,76,8/31/2015 12:43,2nd at South Park,64,567,Subscriber,94105
912430,3912,8/31/2015 12:08,Golden Gate at Polk,59,8/31/2015 13:13,Golden Gate at Polk,59,469,Subscriber,94109
912429,190,8/31/2015 12:08,Beale at Market,56,8/31/2015 12:11,Market at Sansome,77,33,Subscriber,94109
912428,202,8/31/2015 12:08,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 12:11,Market at 4th,76,441,Subscriber,94707
912427,230,8/31/2015 12:04,Commercial at Montgomery,45,8/31/2015 12:08,Davis at Jackson,42,534,Subscriber,94111
912426,291,8/31/2015 12:04,Embarcadero at Vallejo,48,8/31/2015 12:09,Steuart at Market,74,516,Subscriber,94708
912425,294,8/31/2015 12:04,Commercial at Montgomery,45,8/31/2015 12:09,Yerba Buena Center of the Arts (3rd @ Howard),68,575,Subscriber,94107
912423,337,8/31/2015 12:00,Embarcadero at Folsom,51,8/31/2015 12:06,Davis at Jackson,42,327,Subscriber,94114
912422,14874,8/31/2015 12:00,Grant Avenue at Columbus Avenue,73,8/31/2015 16:08,Market at 10th,67,344,Customer,44
912421,14880,8/31/2015 11:59,Grant Avenue at Columbus Avenue,73,8/31/2015 16:07,Market at 10th,67,259,Customer,44
912420,2250,8/31/2015 11:59,2nd at South Park,64,8/31/2015 12:36,5th at Howard,57,321,Subscriber,94939
912419,629,8/31/2015 11:58,Embarcadero at Bryant,54,8/31/2015 12:08,Embarcadero at Sansome,60,289,Customer,80220
912418,343,8/31/2015 11:56,2nd at South Park,64,8/31/2015 12:01,Market at Sansome,77,66,Subscriber,94920
912417,768,8/31/2015 11:55,Embarcadero at Bryant,54,8/31/2015 12:08,Embarcadero at Sansome,60,613,Customer,80521
912416,788,8/31/2015 11:55,Embarcadero at Bryant,54,8/31/2015 12:08,Embarcadero at Sansome,60,507,Customer,80521
912413,228,8/31/2015 11:52,Commercial at Montgomery,45,8/31/2015 11:55,Steuart at Market,74,451,Subscriber,94904
912412,820,8/31/2015 11:50,Spear at Folsom,49,8/31/2015 12:03,Townsend at 7th,65,382,Subscriber,94105
912411,273,8/31/2015 11:49,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 11:53,Commercial at Montgomery,45,598,Subscriber,94403
912410,257,8/31/2015 11:48,Market at 10th,67,8/31/2015 11:53,Powell Street BART,39,350,Subscriber,94102
912409,297,8/31/2015 11:46,Broadway St at Battery St,82,8/31/2015 11:51,Mechanics Plaza (Market at Battery),75,283,Subscriber,94133
912408,313,8/31/2015 11:46,Davis at Jackson,42,8/31/2015 11:52,Temporary Transbay Terminal (Howard at Beale),55,418,Subscriber,94111
912407,676,8/31/2015 11:46,Mechanics Plaza (Market at Battery),75,8/31/2015 11:57,Market at Sansome,77,412,Subscriber,94122
912406,365,8/31/2015 11:43,Market at Sansome,77,8/31/2015 11:49,2nd at South Park,64,66,Subscriber,94705
912405,801,8/31/2015 11:39,Powell at Post (Union Square),71,8/31/2015 11:52,Spear at Folsom,49,611,Subscriber,94102
912404,667,8/31/2015 11:39,2nd at South Park,64,8/31/2015 11:50,Powell Street BART,39,521,Subscriber,94115
912403,88,8/31/2015 11:39,Beale at Market,56,8/31/2015 11:40,Temporary Transbay Terminal (Howard at Beale),55,361,Subscriber,94114
912402,165,8/31/2015 11:36,South Van Ness at Market,66,8/31/2015 11:39,San Francisco City Hall,58,431,Subscriber,94134
912401,670,8/31/2015 11:32,Embarcadero at Bryant,54,8/31/2015 11:43,2nd at Folsom,62,484,Subscriber,94066
912400,274,8/31/2015 11:31,Townsend at 7th,65,8/31/2015 11:36,San Francisco Caltrain 2 (330 Townsend),69,621,Subscriber,94107
912399,558,8/31/2015 11:31,2nd at Townsend,61,8/31/2015 11:40,Mechanics Plaza (Market at Battery),75,600,Subscriber,94901
912398,977,8/31/2015 11:30,Townsend at 7th,65,8/31/2015 11:47,Clay at Battery,41,426,Subscriber,94043
912397,395,8/31/2015 11:30,2nd at Folsom,62,8/31/2015 11:37,Mechanics Plaza (Market at Battery),75,300,Customer,94703
912396,618,8/31/2015 11:28,Golden Gate at Polk,59,8/31/2015 11:38,Clay at Battery,41,555,Subscriber,94602
912395,250,8/31/2015 11:21,Market at 4th,76,8/31/2015 11:26,Market at Sansome,77,525,Subscriber,94030
912394,649,8/31/2015 11:20,Embarcadero at Folsom,51,8/31/2015 11:31,Market at 4th,76,388,Subscriber,94901
912393,743,8/31/2015 11:19,2nd at South Park,64,8/31/2015 11:31,Market at 4th,76,462,Subscriber,94105
912391,367,8/31/2015 11:15,2nd at South Park,64,8/31/2015 11:21,5th at Howard,57,576,Subscriber,94107
912389,147,8/31/2015 11:13,Steuart at Market,74,8/31/2015 11:16,Embarcadero at Folsom,51,372,Subscriber,94804
912388,366,8/31/2015 11:12,Market at Sansome,77,8/31/2015 11:18,Embarcadero at Folsom,51,422,Subscriber,94549
912387,554,8/31/2015 11:11,2nd at South Park,64,8/31/2015 11:20,Powell Street BART,39,310,Subscriber,94107
912386,405,8/31/2015 11:10,San Francisco City Hall,58,8/31/2015 11:17,Market at 4th,76,417,Subscriber,94117
912385,252,8/31/2015 11:07,Mechanics Plaza (Market at Battery),75,8/31/2015 11:11,Market at 4th,76,525,Subscriber,94030
912374,238,8/31/2015 11:00,Davis at Jackson,42,8/31/2015 11:04,Embarcadero at Folsom,51,363,Subscriber,94111
912373,682,8/31/2015 10:54,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 11:06,Market at Sansome,77,485,Subscriber,95014
912372,547,8/31/2015 10:53,Grant Avenue at Columbus Avenue,73,8/31/2015 11:02,Mechanics Plaza (Market at Battery),75,390,Subscriber,94133
912371,674,8/31/2015 10:52,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 11:04,Market at 10th,67,69,Subscriber,94041
912370,468,8/31/2015 10:52,Market at Sansome,77,8/31/2015 11:00,Clay at Battery,41,395,Subscriber,94703
912369,256,8/31/2015 10:52,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 10:57,Townsend at 7th,65,621,Subscriber,94103
912368,240,8/31/2015 10:52,Post at Kearny,47,8/31/2015 10:56,2nd at Folsom,62,300,Subscriber,94107
912367,803,8/31/2015 10:52,Grant Avenue at Columbus Avenue,73,8/31/2015 11:05,Temporary Transbay Terminal (Howard at Beale),55,598,Subscriber,94108
912366,379,8/31/2015 10:51,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 10:58,5th at Howard,57,325,Subscriber,95050
912365,570,8/31/2015 10:51,Embarcadero at Bryant,54,8/31/2015 11:00,Clay at Battery,41,377,Subscriber,94105
912364,460,8/31/2015 10:49,Embarcadero at Sansome,60,8/31/2015 10:57,Embarcadero at Folsom,51,410,Subscriber,94133
912359,178,8/31/2015 10:44,Embarcadero at Bryant,54,8/31/2015 10:47,Spear at Folsom,49,564,Subscriber,94401
912358,427,8/31/2015 10:40,Grant Avenue at Columbus Avenue,73,8/31/2015 10:47,Market at Sansome,77,512,Subscriber,94104
912357,428,8/31/2015 10:40,Powell Street BART,39,8/31/2015 10:47,Market at 10th,67,350,Subscriber,94102
912356,286,8/31/2015 10:37,Mechanics Plaza (Market at Battery),75,8/31/2015 10:42,Market at 4th,76,454,Subscriber,94133
912355,582,8/31/2015 10:30,2nd at South Park,64,8/31/2015 10:39,Embarcadero at Vallejo,48,356,Subscriber,94602
912354,996,8/31/2015 10:30,Broadway St at Battery St,82,8/31/2015 10:46,Broadway St at Battery St,82,283,Subscriber,94111
912353,346,8/31/2015 10:30,Market at Sansome,77,8/31/2015 10:35,2nd at South Park,64,521,Subscriber,94544
912352,421,8/31/2015 10:26,Mechanics Plaza (Market at Battery),75,8/31/2015 10:33,Washington at Kearny,46,329,Subscriber,94702
912351,372,8/31/2015 10:26,Market at 4th,76,8/31/2015 10:32,San Francisco Caltrain (Townsend at 4th),70,621,Subscriber,94607
912350,258,8/31/2015 10:25,Townsend at 7th,65,8/31/2015 10:30,San Francisco Caltrain 2 (330 Townsend),69,485,Subscriber,94107
912349,258,8/31/2015 10:21,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 10:26,Townsend at 7th,65,426,Subscriber,94402
912348,755,8/31/2015 10:19,Clay at Battery,41,8/31/2015 10:31,Golden Gate at Polk,59,555,Subscriber,94602
912347,550,8/31/2015 10:18,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 10:27,2nd at Folsom,62,522,Subscriber,95125
912346,336,8/31/2015 10:18,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 10:24,5th at Howard,57,236,Subscriber,94402
912345,611,8/31/2015 10:18,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 10:28,Temporary Transbay Terminal (Howard at Beale),55,191,Subscriber,94401
912344,509,8/31/2015 10:15,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 10:24,Market at 4th,76,437,Subscriber,94608
912343,799,8/31/2015 10:15,2nd at Folsom,62,8/31/2015 10:28,Embarcadero at Vallejo,48,603,Subscriber,94110
912341,510,8/31/2015 10:14,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 10:23,Temporary Transbay Terminal (Howard at Beale),55,385,Subscriber,95014
912334,540,8/31/2015 10:11,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 10:20,Broadway St at Battery St,82,489,Subscriber,94608
912333,261,8/31/2015 10:11,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 10:15,Yerba Buena Center of the Arts (3rd @ Howard),68,607,Subscriber,94804
912332,431,8/31/2015 10:11,Market at 10th,67,8/31/2015 10:18,Market at 4th,76,493,Subscriber,94130
912329,870,8/31/2015 10:10,Embarcadero at Sansome,60,8/31/2015 10:24,2nd at South Park,64,632,Subscriber,94133
912326,322,8/31/2015 10:07,Harry Bridges Plaza (Ferry Building),50,8/31/2015 10:13,Embarcadero at Sansome,60,559,Subscriber,94612
912325,405,8/31/2015 10:04,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 10:10,2nd at South Park,64,496,Subscriber,94610
912324,362,8/31/2015 10:02,Embarcadero at Folsom,51,8/31/2015 10:08,Mechanics Plaza (Market at Battery),75,454,Subscriber,94105
912323,539,8/31/2015 10:02,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 10:11,Steuart at Market,74,372,Subscriber,94703
912322,295,8/31/2015 10:00,Powell Street BART,39,8/31/2015 10:05,San Francisco Caltrain 2 (330 Townsend),69,601,Subscriber,94107
912321,351,8/31/2015 9:59,2nd at Folsom,62,8/31/2015 10:05,San Francisco Caltrain 2 (330 Townsend),69,325,Subscriber,94107
912319,570,8/31/2015 9:58,Harry Bridges Plaza (Ferry Building),50,8/31/2015 10:07,2nd at Folsom,62,603,Subscriber,94590
912316,430,8/31/2015 9:57,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 10:04,Yerba Buena Center of the Arts (3rd @ Howard),68,187,Subscriber,94070
912315,557,8/31/2015 9:56,2nd at Townsend,61,8/31/2015 10:05,Harry Bridges Plaza (Ferry Building),50,559,Subscriber,94107
912312,1249,8/31/2015 9:55,Embarcadero at Sansome,60,8/31/2015 10:16,Golden Gate at Polk,59,620,Subscriber,94133
912311,246,8/31/2015 9:55,Market at Sansome,77,8/31/2015 9:59,Howard at 2nd,63,415,Customer,94703
912307,145,8/31/2015 9:54,South Van Ness at Market,66,8/31/2015 9:56,Market at 10th,67,493,Subscriber,94596
912306,715,8/31/2015 9:54,Steuart at Market,74,8/31/2015 10:06,San Francisco Caltrain (Townsend at 4th),70,385,Subscriber,94705
912305,668,8/31/2015 9:54,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 10:05,Market at 10th,67,470,Subscriber,94608
912302,490,8/31/2015 9:53,Davis at Jackson,42,8/31/2015 10:01,Embarcadero at Folsom,51,482,Customer,94111
912301,657,8/31/2015 9:52,Mechanics Plaza (Market at Battery),75,8/31/2015 10:03,Market at 10th,67,448,Subscriber,94103
